rms,line_length,delta_rel,theta_rel,alpha_rel,beta_rel,spectral_entropy,mean_ch_corr,posterior_alpha_rel,subject,condition,n_epochs,n_channels
2.8245771176665642e-05,7.978267214068872e-06,0.5240900197461525,0.1422709773534258,0.12774191630493195,0.15733383986679528,3.132639247141215,0.0017075430618035427,0.14004230464628292,sub-001,EO,15,64
3.221357226618769e-05,1.0793281592672524e-05,0.27428225781900417,0.09364588121620052,0.4543522492357208,0.14270784045012908,3.237378432481277,0.0024288812346109972,0.5998642664737797,sub-001,EC,15,64
2.0375434126061272e-05,7.365577721349488e-06,0.3798273398175917,0.11362496710024451,0.1717928426510384,0.237071082437781,3.545356790360126,0.011791157896536978,0.22572499717608743,sub-002,EO,15,64
1.9125142450415823e-05,8.866316289096487e-06,0.10286979917754654,0.07606066105603164,0.5243757965590546,0.2226286190911265,3.5019370752659387,-0.0018120060352459907,0.6560205597216776,sub-002,EC,15,64
4.0718344679557505e-05,8.47135178339659e-06,0.5938648427235103,0.20852014320463638,0.08020634932639197,0.07498125918037922,2.9517599005482356,0.04004048934867288,0.08283443958974342,sub-003,EO,15,64
3.2678535409042976e-05,1.0528189954872652e-05,0.2542997540883957,0.12804961468007608,0.4770451647667176,0.1010413175531187,3.0526524184334822,0.0037819896573026454,0.6390622337914785,sub-003,EC,15,64
1.783121205960849e-05,4.770604929068756e-06,0.5073022761875675,0.15801686189754166,0.07695972407736779,0.18703551695436754,3.1829994976785714,0.08951720055779025,0.08541554562215833,sub-004,EO,15,64
1.495569912964831e-05,5.163007310611374e-06,0.22003713126362784,0.07494607438761973,0.4866896153149634,0.17098050170157025,3.100726401426253,-0.007993780686410048,0.6955569048829534,sub-004,EC,15,64
1.843478401028372e-05,6.854589921976517e-06,0.46071040190687224,0.18449582020512434,0.09194773330841799,0.18340246416619374,3.456241627272831,0.008976846029020774,0.09433032926241672,sub-005,EO,15,64
1.6093510793199218e-05,5.3633951469853426e-06,0.4193663132724917,0.20201613619556638,0.13639067736913904,0.17321301369906592,3.4986619553167686,0.004395164400935572,0.17002862864412593,sub-005,EC,15,64
1.753445524032418e-05,6.211973495157148e-06,0.5525817481444514,0.14265377627236128,0.04524983406365502,0.16847823891064714,3.32509971935429,0.039368463048448904,0.042136932074851884,sub-006,EO,15,64
1.0531928839320341e-05,5.906827569057231e-06,0.28461371677505226,0.1589023319904736,0.08798314235073497,0.30569758995066276,3.9431328508220242,-0.004791703686601486,0.11228998361989644,sub-006,EC,15,64
2.15671494224579e-05,6.847573143197546e-06,0.41893631213533483,0.15386076080697414,0.2525623311739212,0.1313091103935093,3.395911301199564,0.013919786374035742,0.3428062283725309,sub-007,EO,15,64
2.115746735970757e-05,7.493321724642488e-06,0.12860208098361844,0.16520471809386458,0.5562794379150501,0.1269718892653163,3.320213587242463,0.0023028696542712547,0.669720357762899,sub-007,EC,15,64
1.9174040427580168e-05,6.251979609386151e-06,0.511799876806166,0.15267933569381936,0.09165670774208952,0.1522793296764416,3.231298660819504,0.03061247550759485,0.101622134332374,sub-008,EO,15,64
1.8203099285581223e-05,5.677021136653628e-06,0.39511490202363136,0.125616462257292,0.2774078121588207,0.13213385509791883,3.138478091663318,0.008389499503178736,0.3799639940568768,sub-008,EC,15,64
6.159964276011979e-05,2.758394492553904e-05,0.5214922026298165,0.07398208623212321,0.04825260140397147,0.18212305440369686,3.312690862965812,0.060584454874936154,0.04269975561069007,sub-009,EO,15,64
3.600816701822053e-05,2.589585025831797e-05,0.13192446789997822,0.08253616319640857,0.17166826572171548,0.33437941970785123,4.133039953166792,0.008252074882730852,0.27259689063922393,sub-009,EC,15,64
3.986175917391428e-05,9.338323210799739e-06,0.5866293535416752,0.156945124670231,0.09390945244485131,0.11322763871653936,2.7822468704713996,-0.0020707657222191972,0.10240285504131216,sub-010,EO,15,64
4.432763981178251e-05,1.017763303361053e-05,0.3685495770655733,0.13887326031116468,0.3419659211808765,0.13087810661788365,2.8314518010723684,-0.008400469309188911,0.44858684247583747,sub-010,EC,15,64
1.5744366592746272e-05,3.7660647254663006e-06,0.5854516615857668,0.13671977452482587,0.08394683901145746,0.1326741758478171,2.8381169653352782,0.009548714550017986,0.10074413169925514,sub-011,EO,15,64
1.5656381494710866e-05,4.611812744429019e-06,0.3165366095784993,0.09718843348924547,0.36780643605243124,0.17735194738556986,2.991312754790087,-0.0036661443440350453,0.4934532980801626,sub-011,EC,15,64
1.688682997739602e-05,7.176997500067203e-06,0.42177004767391263,0.17378637865518998,0.06586538102216409,0.21303794871018358,3.507746220585736,0.04170931745728401,0.07216068182695885,sub-012,EO,15,64
1.0628175114429053e-05,3.78330540753962e-06,0.4453862315783673,0.2046058568445325,0.11891822703514729,0.16139820745612518,3.3889488257220384,-0.0056495317626646824,0.14844149808822651,sub-012,EC,15,64
3.1423817922276594e-05,1.2260705909997475e-05,0.4001070179228686,0.18619755407958954,0.10012589585313313,0.24316157230139435,3.6102120138808265,0.025956089366971816,0.11391464416358928,sub-013,EO,15,64
2.3619017675580806e-05,9.25955522916261e-06,0.28910567555635247,0.19846984737292653,0.1826210859447664,0.2842106263811568,3.713681860314345,-0.011382386274036753,0.22732190249048972,sub-013,EC,15,64
1.67296185148234e-05,6.321318285204518e-06,0.36301067686356253,0.18040238802330238,0.1993447373954513,0.1752801193600815,3.602187591884178,-0.0048612811825782505,0.23354724319016948,sub-014,EO,14,64
1.8926723374200714e-05,6.6029300676231704e-06,0.24923455638881403,0.1360929118222448,0.4450227418674648,0.12749437490105356,3.3719587236755992,-0.006474730674290495,0.587464093244749,sub-014,EC,15,64
2.5606948775381565e-05,1.2517467307322327e-05,0.25511139454206755,0.11931891616452374,0.22887255511744767,0.2975787281915998,3.8627993938282246,-0.01034326863536094,0.2684925653913682,sub-015,EO,15,64
3.1088799744222064e-05,1.4276563129041099e-05,0.20125867311205872,0.10270675555094458,0.3096523189975084,0.3150836720131188,3.7747775407245445,-0.009099565126086744,0.40476093107206934,sub-015,EC,15,64
1.1220777217693498e-05,3.84340131132334e-06,0.5182073917408911,0.12801519975709577,0.0786892117589322,0.18424024301979008,3.235939867349457,0.05617104370068376,0.06930879331564244,sub-016,EO,15,64
8.520319300856905e-06,2.924818126538091e-06,0.24704722190940412,0.17175689605285838,0.26190482370391854,0.24201010287259767,3.357820693219511,-0.0008369398541717111,0.3532371369904513,sub-016,EC,15,64
2.8455207308086314e-05,1.7173882232632828e-05,0.2503223632743626,0.09870288715243675,0.09437086628624305,0.2877723634576945,3.9246657518233516,0.0025167117199006144,0.11878977056709934,sub-017,EO,15,64
3.078083671788739e-05,1.6681333624494172e-05,0.1960692673158271,0.06800704713060265,0.3490093706889388,0.21163821783529285,3.747911378112025,-0.008198433068163166,0.5351888365274259,sub-017,EC,15,64
2.9544983160863577e-05,4.968983852717425e-06,0.7382726623285211,0.1189902760338642,0.03813505932624614,0.07082412495168582,2.5558073775247623,0.06655600156933296,0.03207221578377319,sub-018,EO,15,64
1.1484674818401564e-05,4.226996167888429e-06,0.2899524529354188,0.13060838973453992,0.23942187143600482,0.265449212785028,3.4220945895768407,0.0017318497938254784,0.33260100501058676,sub-018,EC,15,64
2.0499095492208286e-05,8.593983512845796e-06,0.3227943789524778,0.1455458909507991,0.13516735531602453,0.2921707790109999,3.7982991061817346,0.02158573139320537,0.16252400811028794,sub-019,EO,15,64
1.5442662561164864e-05,6.428611629658587e-06,0.3376141670359417,0.19092285100563602,0.17081027244490934,0.23616251747831807,3.6961399578842706,-0.01068377756097994,0.2174562786776095,sub-019,EC,15,64
1.547417552272415e-05,6.268381807810021e-06,0.43887189293566226,0.14356198523630903,0.0901231339780212,0.18531872841724606,3.3693292463659494,-0.005061012697024337,0.10716509081488881,sub-020,EO,15,64
1.4913702646977978e-05,4.2089416675222e-06,0.38048876708416673,0.13079344554854264,0.3218587205360223,0.1342155595280176,3.0473174460907657,-0.010969812591148936,0.4700555519290843,sub-020,EC,15,64
1.3117251273275875e-05,3.217856086157976e-06,0.4880897180109809,0.17657914173682976,0.11009285018812962,0.1921007459223383,3.326400168323928,0.03041723303664477,0.10508305765353924,sub-021,EO,15,64
