"INIT-DEG-MEAN","3",,,,,,,,,"3",,,,,,,,,"3",,,,,,,,,"3",,,,,,,,,"3",,,,,,,,,"3",,,,,,,,,"3",,,,,,,,,"3",,,,,,,,,"3",,,,,,,,,"3",,,,,,,,,"3",,,,,,,,,"3",,,,,,,,,"3",,,,,,,,,"3",,,,,,,,,"3",,,,,,,,,"3",,,,,,,,,"3",,,,,,,,,"3",,,,,,,,,"3",,,,,,,,,"3",,,,,,,,
"INIT-DEG-SD","1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,
"OUT-RANGE","4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,
"RADIUS-SIGNAL","5",,,,,,,,,"5",,,,,,,,,"5",,,,,,,,,"5",,,,,,,,,"5",,,,,,,,,"5",,,,,,,,,"5",,,,,,,,,"5",,,,,,,,,"5",,,,,,,,,"5",,,,,,,,,"5",,,,,,,,,"5",,,,,,,,,"5",,,,,,,,,"5",,,,,,,,,"5",,,,,,,,,"5",,,,,,,,,"5",,,,,,,,,"5",,,,,,,,,"5",,,,,,,,,"5",,,,,,,,
"BETA","0.95",,,,,,,,,"0.95",,,,,,,,,"0.95",,,,,,,,,"0.95",,,,,,,,,"0.95",,,,,,,,,"0.95",,,,,,,,,"0.95",,,,,,,,,"0.95",,,,,,,,,"0.95",,,,,,,,,"0.95",,,,,,,,,"0.95",,,,,,,,,"0.95",,,,,,,,,"0.95",,,,,,,,,"0.95",,,,,,,,,"0.95",,,,,,,,,"0.95",,,,,,,,,"0.95",,,,,,,,,"0.95",,,,,,,,,"0.95",,,,,,,,,"0.95",,,,,,,,
"GAMMA","0.05",,,,,,,,,"0.05",,,,,,,,,"0.05",,,,,,,,,"0.05",,,,,,,,,"0.05",,,,,,,,,"0.05",,,,,,,,,"0.05",,,,,,,,,"0.05",,,,,,,,,"0.05",,,,,,,,,"0.05",,,,,,,,,"0.05",,,,,,,,,"0.05",,,,,,,,,"0.05",,,,,,,,,"0.05",,,,,,,,,"0.05",,,,,,,,,"0.05",,,,,,,,,"0.05",,,,,,,,,"0.05",,,,,,,,,"0.05",,,,,,,,,"0.05",,,,,,,,
"D","0.15",,,,,,,,,"0.15",,,,,,,,,"0.15",,,,,,,,,"0.15",,,,,,,,,"0.15",,,,,,,,,"0.15",,,,,,,,,"0.15",,,,,,,,,"0.15",,,,,,,,,"0.15",,,,,,,,,"0.15",,,,,,,,,"0.15",,,,,,,,,"0.15",,,,,,,,,"0.15",,,,,,,,,"0.15",,,,,,,,,"0.15",,,,,,,,,"0.15",,,,,,,,,"0.15",,,,,,,,,"0.15",,,,,,,,,"0.15",,,,,,,,,"0.15",,,,,,,,
"RHO","0.005",,,,,,,,,"0.005",,,,,,,,,"0.005",,,,,,,,,"0.005",,,,,,,,,"0.005",,,,,,,,,"0.005",,,,,,,,,"0.005",,,,,,,,,"0.005",,,,,,,,,"0.005",,,,,,,,,"0.005",,,,,,,,,"0.005",,,,,,,,,"0.005",,,,,,,,,"0.005",,,,,,,,,"0.005",,,,,,,,,"0.005",,,,,,,,,"0.005",,,,,,,,,"0.005",,,,,,,,,"0.005",,,,,,,,,"0.005",,,,,,,,,"0.005",,,,,,,,
"KAPPA-E","0.2",,,,,,,,,"0.2",,,,,,,,,"0.2",,,,,,,,,"0.2",,,,,,,,,"0.2",,,,,,,,,"0.2",,,,,,,,,"0.2",,,,,,,,,"0.2",,,,,,,,,"0.2",,,,,,,,,"0.2",,,,,,,,,"0.2",,,,,,,,,"0.2",,,,,,,,,"0.2",,,,,,,,,"0.2",,,,,,,,,"0.2",,,,,,,,,"0.2",,,,,,,,,"0.2",,,,,,,,,"0.2",,,,,,,,,"0.2",,,,,,,,,"0.2",,,,,,,,
"REPEAT-K","10",,,,,,,,,"10",,,,,,,,,"10",,,,,,,,,"10",,,,,,,,,"10",,,,,,,,,"10",,,,,,,,,"10",,,,,,,,,"10",,,,,,,,,"10",,,,,,,,,"10",,,,,,,,,"10",,,,,,,,,"10",,,,,,,,,"10",,,,,,,,,"10",,,,,,,,,"10",,,,,,,,,"10",,,,,,,,,"10",,,,,,,,,"10",,,,,,,,,"10",,,,,,,,,"10",,,,,,,,
"BASELINE?","false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,
"LOCALIZED-STIM?","false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,
"PLOT?","false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,
"LOG-CSV?","false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,,"false",,,,,,,,
"[total steps]","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000"

"[final value]","[step]","report-FR","report-active-fraction","report-fano","report-spike-CV","report-mean-w","report-sd-w","report-mean-E","timer","[step]","report-FR","report-active-fraction","report-fano","report-spike-CV","report-mean-w","report-sd-w","report-mean-E","timer","[step]","report-FR","report-active-fraction","report-fano","report-spike-CV","report-mean-w","report-sd-w","report-mean-E","timer","[step]","report-FR","report-active-fraction","report-fano","report-spike-CV","report-mean-w","report-sd-w","report-mean-E","timer","[step]","report-FR","report-active-fraction","report-fano","report-spike-CV","report-mean-w","report-sd-w","report-mean-E","timer","[step]","report-FR","report-active-fraction","report-fano","report-spike-CV","report-mean-w","report-sd-w","report-mean-E","timer","[step]","report-FR","report-active-fraction","report-fano","report-spike-CV","report-mean-w","report-sd-w","report-mean-E","timer","[step]","report-FR","report-active-fraction","report-fano","report-spike-CV","report-mean-w","report-sd-w","report-mean-E","timer","[step]","report-FR","report-active-fraction","report-fano","report-spike-CV","report-mean-w","report-sd-w","report-mean-E","timer","[step]","report-FR","report-active-fraction","report-fano","report-spike-CV","report-mean-w","report-sd-w","report-mean-E","timer","[step]","report-FR","report-active-fraction","report-fano","report-spike-CV","report-mean-w","report-sd-w","report-mean-E","timer","[step]","report-FR","report-active-fraction","report-fano","report-spike-CV","report-mean-w","report-sd-w","report-mean-E","timer","[step]","report-FR","report-active-fraction","report-fano","report-spike-CV","report-mean-w","report-sd-w","report-mean-E","timer","[step]","report-FR","report-active-fraction","report-fano","report-spike-CV","report-mean-w","report-sd-w","report-mean-E","timer","[step]","report-FR","report-active-fraction","report-fano","report-spike-CV","report-mean-w","report-sd-w","report-mean-E","timer","[step]","report-FR","report-active-fraction","report-fano","report-spike-CV","report-mean-w","report-sd-w","report-mean-E","timer","[step]","report-FR","report-active-fraction","report-fano","report-spike-CV","report-mean-w","report-sd-w","report-mean-E","timer","[step]","report-FR","report-active-fraction","report-fano","report-spike-CV","report-mean-w","report-sd-w","report-mean-E","timer","[step]","report-FR","report-active-fraction","report-fano","report-spike-CV","report-mean-w","report-sd-w","report-mean-E","timer","[step]","report-FR","report-active-fraction","report-fano","report-spike-CV","report-mean-w","report-sd-w","report-mean-E","timer"
,"1000","0.06367666666666667","1","1.7760932047089326","0.33249031164687304","0.03378407350853648","0.07403532241572457","12.942384408484738","51.146","1000","0.07177666666666667","1","1.9215733159937654","0.30320374274735856","0.045876518085319604","0.05942891217538545","13.40123712465097","25.871","1000","0.07301666666666666","1","1.910046508110563","0.30016084588340575","0.0472596127220583","0.06482780903584381","14.606845127046611","27.23","1000","0.07381666666666667","1","1.9062310667847324","0.2977614986579205","0.0502670209074847","0.06419320133967582","14.558488926826588","27.726","1000","0.07380666666666667","1","1.8113615283291629","0.2909756010848951","0.05192268788008512","0.06632321052944089","14.480783024586373","26.538","1000","0.06266666666666666","1","1.9557846811447708","0.3437648920054444","0.03901234190773401","0.0812548767642291","12.93232399376691","26.233","1000","0.07473333333333333","1","1.5363031631601907","0.26589403783066934","0.05108281632708503","0.0715837136270961","15.049057188656219","25.579","1000","0.07214666666666666","1","1.9590786583361974","0.30839931864163544","0.04997819376416422","0.06456907721680764","13.999768892155439","26.09","1000","0.07382333333333334","1","1.8042596821550076","0.2896878578469485","0.05187846316402879","0.06470340097685585","14.891543868204655","27.043","1000","0.07461","1","1.5069864542086295","0.2637822082416271","0.051837860904977766","0.06578034616777954","15.193386599061792","22.076","1000","0.07344","1","1.5712962945572482","0.27135125568602547","0.047651102471761624","0.06382234637931666","14.421627227997321","22.038","1000","0.06842333333333334","1","1.63184314598792","0.29873069422270954","0.045382942483555705","0.08693924619045763","13.344842677929265","21.946","1000","0.07375","1","2.0837923501787814","0.3126321371802314","0.053409355058719264","0.07016148407597593","14.657587963500948","21.97","1000","0.06645333333333334","1","2.2283678059763843","0.35733111585287025","0.039883532608892464","0.07428734373833344","12.952081004905587","21.845","1000","0.06411","1","2.10849997917853","0.35081872647472745","0.0386960771013867","0.07524159836980303","12.732254529887237","21.734","1000","0.07451333333333333","1","1.8457846268608111","0.2918913255345297","0.05095621076890727","0.06892210124672422","14.807519161963814","21.923","1000","0.06268666666666667","1","1.984190069774059","0.34479699133709735","0.03942820241693638","0.08223179200013789","12.908758012778508","21.643","1000","0.07407","1","1.9093153809941192","0.29772546764620167","0.048606610149542595","0.060441483719589094","14.51978114973337","13.485","1000","0.06339333333333333","1","2.879974541357396","0.4143335639061221","0.03594178709276153","0.07617842255020228","13.280867819598942","13.229","1000","0.0741","1","1.5810072526004404","0.2711485619077639","0.05428663710913638","0.06746509336351145","14.460595921282566","13.165"
